fk_financial_year,month,pk_porg,pk_account,pension_type_desc,amt_debit
202324,12,26111,30001111,Social Security,0
202021,12,66071,30024286,Social Security,0
201920,12,126868,30087038,Social Security,0
201920,12,86731,30037306,Health Card,0
202122,12,122467,30023624,Social Security,0
201819,12,92963,30030912,Social Security,0
201920,12,25607,30000607,Social Security,0
202122,12,148851,30032765,Social Security,142.17
202425,12,103504,10008717,Social Security,0
202223,12,11359,10011258,Social Security,169.4
202223,12,22344,10022243,Social Security,0
202223,12,106323,30053313,Social Security,0
202122,12,28803,10001288,Social Security,0
201819,12,87563,30038049,NULL,686.33
202324,12,72171,30020789,Social Security,0
202324,12,130779,30077241,Social Security,18.34
202425,12,166086,30117494,Health Card,0
201819,12,92748,30034243,Social Security,0
201819,12,100128,30079761,Social Security,27.7
202021,12,140936,30096080,Social Security,329.09
202122,12,67558,30026344,Social Security,0
202324,12,150426,30109023,Health Card,0
201920,12,148347,30096852,Social Security,34.2
202122,12,89420,30032366,Social Security,0
202122,12,136237,30057626,Social Security,152.7
202021,12,15762,10015661,Social Security,0
201920,12,44460,10018170,Health Card,223.67
202324,12,71106,30106707,Social Security,2.39
202021,12,34297,10005326,Health Card,0
202324,12,87436,30038586,Social Security,51.56
201819,12,138395,30089466,Social Security,6.38
202223,12,87563,30038139,NULL,0
202324,12,121869,30068725,Social Security,118.34
202223,12,116360,30091076,Social Security,53.24
202223,12,44865,30100745,Health Card,0
202425,12,103524,30112949,Health Card,0
202021,12,102122,30088813,Social Security,0
202021,12,73972,30088800,Social Security,90.89
202021,12,69865,30026837,Health Card,0
202223,12,92702,30043796,Social Security,0
202223,12,151718,30031488,Health Card,93.38
201920,12,55312,30087456,Social Security,0
202122,12,95916,30043947,Health Card,1.63
201920,12,25299,30093075,Social Security,0
202021,12,137391,30098316,Social Security,0
202425,12,21289,10021188,Social Security,4
202425,12,118522,10005851,Health Card,0
201718,12,10070,10009969,Social Security,0
201920,12,1170,30015399,Social Security,86.26
202021,12,70041,30071964,Social Security,0
201920,12,130671,10017783,Social Security,39.36
201718,12,74917,30027801,Social Security,0
202223,12,105386,30097800,Social Security,0
201718,12,120695,30066500,Health Card,0
202122,12,102457,30062692,Health Card,0
202223,12,90645,30041397,Health Card,32.54
202324,12,29858,30050796,Social Security,192.64
202425,12,139453,30093750,Social Security,0
201920,12,46345,30049753,Health Card,0
201920,12,117645,30046466,Health Card,0
202021,12,14343,10014242,Social Security,154.29
202122,12,45312,30016745,Social Security,0
201920,12,88723,30039304,NULL,156.87
202021,12,89374,30095441,Social Security,0
201718,12,86187,30036754,Social Security,0
201819,12,25808,30000808,Social Security,3.1
202223,12,152659,30034581,Social Security,295.76
202324,12,2810,10002709,Social Security,0
201718,12,102720,10015482,Social Security,4.35
202223,12,64234,30022137,Social Security,0
201718,12,75232,30020846,Social Security,0
202021,12,92786,10006358,Health Card,0
201718,12,45308,30005584,Social Security,211.52
202324,12,151860,30100442,Health Card,0
202425,12,101619,10014370,Social Security,114.74
202425,12,137418,30084262,Social Security,4.21
202223,12,97394,10018465,Social Security,147.27
202021,12,55531,30048326,Social Security,0
201920,12,109169,30056651,Social Security,0
202223,12,88060,30038641,Social Security,234.57
202223,12,126277,30026164,Social Security,36.97
201718,12,139644,10021588,Social Security,0
202425,12,30993,30003903,Health Card,0
202425,12,141795,30036830,Social Security,155.54
202122,12,91417,30035460,Social Security,0
201920,12,35165,10007134,Health Card,0
202223,12,158541,30038472,Social Security,181.19
201920,12,102060,30027947,Social Security,0
202223,12,255,10000154,Social Security,0
202223,12,141761,30088732,Social Security,25.57
202324,12,110560,30056491,Social Security,0
202324,12,97271,30039339,Social Security,62.1
202324,12,136709,10015877,Health Card,0
202324,12,145934,30025677,Social Security,0
202324,12,140035,30086846,Social Security,607.43
202425,12,51292,10000586,Social Security,0
201718,12,114352,30081395,Health Card,332.1
201718,12,87869,30038448,Social Security,182.77
201718,12,54654,30089013,Social Security,0
202021,12,53783,10013976,Health Card,1016.04
201718,12,63508,30021303,Social Security,0
201819,12,96123,30088729,Social Security,163.85
201920,12,141678,30092750,Social Security,0
202223,12,145744,10007708,Social Security,0
202021,12,86490,30037063,Social Security,166.94
202425,12,11122,10011021,Social Security,184.24
202425,12,68839,30028254,Social Security,173.52
201718,12,33705,10003863,Social Security,0
202324,12,146958,30111757,Social Security,0
202324,12,154810,30114403,Health Card,0
202425,12,151985,30031571,Social Security,369.82
201920,12,11595,10011494,Social Security,0
201920,12,18460,10018359,Social Security,0
202425,12,135913,30093446,Social Security,55
202425,12,25724,30068867,Social Security,85.97
201718,12,111746,30039024,Social Security,0
201920,12,33334,30004348,Social Security,0
202122,12,133171,30087905,Health Card,7.71
202425,12,103223,10022214,Social Security,0
201718,12,97504,10021392,Health Card,195.6
201819,12,124481,30070678,Social Security,0
201920,12,75912,30073603,Health Card,1463.85
202425,12,101585,30059271,Social Security,166.84
201718,12,127448,30070035,Health Card,0
202122,12,69776,30021822,Social Security,0
202425,12,153817,30037119,Social Security,264.57
201920,12,132366,30090418,Health Card,0
202223,12,52479,30030997,Health Card,49.47
202223,12,15834,10015733,Health Card,0
201718,12,91484,30036196,Social Security,30.78
201819,12,69541,30018003,Social Security,0
202223,12,19142,30068603,Social Security,0
202122,12,108234,30006024,Social Security,0
202021,12,28363,10018422,Health Card,149.36
202122,12,141304,10017416,Social Security,36.51
202223,12,25594,30060437,Social Security,0
201718,12,49828,30081508,Social Security,3.52
201920,12,134803,30082072,Social Security,0
202223,12,105807,10018443,Social Security,179.42
202425,12,76323,30028668,Social Security,0
202021,12,89674,30040256,Social Security,0
201718,12,45167,30073846,Social Security,172.15
201819,12,118028,30036358,Social Security,0
202223,12,147434,30030079,Social Security,0
202021,12,84233,30034703,Social Security,13.74
201819,12,4014,10003913,NULL,238.02
202223,12,122675,10019084,Social Security,0
202425,12,152472,30036942,Social Security,40.84
202122,12,138225,30087131,Social Security,0
201718,12,124219,30076042,Social Security,120.1
201718,12,15954,10015853,Social Security,0
202223,12,141449,10002578,Social Security,0
202223,12,55312,30087456,Social Security,0
202223,12,116825,30107772,Health Card,0
201819,12,50090,10021142,Social Security,0
201920,12,70156,30027370,Social Security,13.23
202425,12,37827,10013134,Social Security,192.61
202425,12,71363,30027798,Social Security,0
201920,12,11013,10010912,Social Security,0
202021,12,120824,30086535,Social Security,396.32
202021,12,87238,30037817,Social Security,177.22
202122,12,25177,30087216,Social Security,0
202223,12,156587,10002040,Social Security,0
202122,12,61489,30019083,Social Security,0
201920,12,115556,30061339,Social Security,0
201819,12,141836,30088780,Social Security,0
201920,12,7040,10006939,Health Card,0
201920,12,107877,30004955,Social Security,0
202122,12,87676,30038256,NULL,2078.63
202324,12,26663,30065522,Health Card,0
201920,12,119145,30036670,Social Security,0
202425,12,139168,30026387,Social Security,0
201718,12,106650,30075756,Social Security,0
201819,12,75985,30086920,Social Security,0.34
201920,12,125096,30071424,Social Security,0
201819,12,36841,10010886,Social Security,0
202122,12,74135,30062104,Health Card,398.19
202425,12,139707,30038484,Social Security,226.12
201920,12,106378,30096528,Social Security,0
202223,12,144765,30032929,Social Security,0
202223,12,123977,30038284,Social Security,184.1
202324,12,152165,30103397,Social Security,140.2
202425,12,97686,30045247,Social Security,0
201718,12,26908,30001908,Social Security,0
202122,12,134293,30035835,Health Card,103.12
202425,12,112337,30114127,Health Card,276.16
201819,12,110058,30070726,Social Security,171.34
202223,12,124856,30071175,Social Security,17.53
202425,12,122017,10011170,Social Security,239.74
201920,12,134837,10018532,Health Card,234.84
202021,12,70876,30096148,Social Security,0
202021,12,34087,10004731,Health Card,0.72
201718,12,91452,30034745,Social Security,231.6
201718,12,90897,30038999,Social Security,0
201819,12,22277,10022176,Social Security,0
201718,12,15834,10015733,Health Card,0
201819,12,107713,10018504,Social Security,158.58
202425,12,162266,10019699,Social Security,58.37
202324,12,117816,10003022,Health Card,0
202425,12,48756,30062987,Social Security,0
201718,12,83463,30033883,Health Card,0
201920,12,133095,10017804,Social Security,0
201920,12,102766,30092196,Social Security,0
202324,12,74016,30085815,Social Security,8.87
202324,12,18041,10017940,Social Security,177.65
202425,12,70537,30103178,Veteran,21.17
201819,12,73678,10005484,Social Security,0
202122,12,9048,10008947,Social Security,0
202324,12,60746,30018183,Social Security,0
202425,12,105551,30035247,Health Card,190.76
201718,12,84947,30046998,Health Card,0
202324,12,45325,10019602,Health Card,0
201819,12,123875,30069966,Social Security,18.88
202021,12,87598,30038177,Social Security,186.46
201718,12,100333,30023569,Social Security,0
202324,12,86414,30036987,Social Security,421.89
201819,12,88224,30038806,Social Security,48.28
202324,12,127414,30036029,Social Security,53.1
202324,12,94674,30052627,Social Security,52.39
201819,12,92581,30037788,Social Security,187.74
202122,12,88184,30038765,NULL,301.83
201819,12,122859,30082108,Social Security,0
201920,12,34780,30093132,Social Security,0
202122,12,29917,10017392,Social Security,0
202425,12,131600,30026389,Health Card,0
201819,12,88768,30039350,NULL,156.06
202122,12,139923,10010786,Health Card,161.79
202122,12,111488,30033849,Health Card,404.95
202425,12,80338,30030643,Health Card,198.36
202425,12,89649,30080670,Health Card,0
202425,12,103091,30055543,Social Security,64.14
201819,12,143456,30034052,Social Security,0
202122,12,55340,30089755,Social Security,0
201718,12,29773,30079122,Social Security,0
202223,12,65388,30026671,Social Security,0
202223,12,27433,30002433,Social Security,0
202425,12,99563,30051294,Social Security,30.6
202021,12,27495,30045220,Social Security,0
202223,12,150867,30038206,Social Security,370.73
202324,12,97755,30025038,Social Security,0
202021,12,2676,10002575,Health Card,0
202021,12,84353,30032545,Social Security,0
202122,12,131753,30038037,Social Security,180.82
202425,12,70315,30100129,Social Security,0
202425,12,73901,30028848,Social Security,0
201718,12,115855,10019204,Social Security,0
202021,12,12022,10011921,Social Security,0
202122,12,11165,10011064,Social Security,170.49
202425,12,18569,10018467,Social Security,209.45
202122,12,48070,30106524,Health Card,0.6
201920,12,31857,10018148,Social Security,313.18
201718,12,87955,30038536,Social Security,221.07
202122,12,65089,30106446,Social Security,0
201920,12,142122,30097737,Social Security,19.9
202122,12,6975,10006874,Social Security,0
202324,12,141439,30102391,Health Card,112.23
202324,12,84227,30034696,Social Security,0
201718,12,135451,30026195,Social Security,0
201819,12,107795,30054620,Social Security,0
202021,12,70234,30080622,Social Security,0
202223,12,52206,10022451,Health Card,0
201819,12,11360,10011259,Social Security,194.24
202425,12,120515,30066195,Social Security,21.07
201819,12,135393,30005594,Social Security,0
202425,12,108503,30088090,Social Security,1.52
202425,12,119563,30031378,Health Card,0
201718,12,108797,10007248,Health Card,0
201718,12,98398,30045770,Social Security,0
202122,12,102725,30069580,Health Card,0
202223,12,90897,30038999,Social Security,0
202324,12,161317,30037516,Social Security,193.57
202425,12,94990,30019111,Social Security,0
202425,12,149205,30034860,Social Security,168.99
202122,12,119598,10018637,Social Security,0
202021,12,139795,30086597,Social Security,8.26
202223,12,21190,10021089,Social Security,0
201718,12,52174,30076374,Social Security,0.48
201920,12,145813,30087543,Social Security,196.09
201819,12,32811,10009581,Social Security,0
202425,12,2731,10002630,Social Security,0
202021,12,133659,30083752,Health Card,0
202223,12,122931,30105612,Social Security,0
202223,12,43395,30012424,Social Security,0
202223,12,114833,30104905,Social Security,0
201819,12,97267,30071882,Social Security,0
202021,12,26638,10000196,Social Security,0
202122,12,89018,30098633,Social Security,0
201819,12,87636,30038215,Health Card,0
202324,12,90603,30039252,Social Security,30.28
202223,12,120326,10022405,Social Security,0
201819,12,95167,30070166,Social Security,0
202223,12,155943,30033636,NULL,342.01
201718,12,107396,30054288,Health Card,0
201920,12,87981,30038562,Social Security,0
202425,12,117827,30035128,Social Security,0
202021,12,95982,30001169,Health Card,8.29
202122,12,145802,30102174,Social Security,0
201920,12,128877,30092115,Social Security,51.95
202021,12,140011,30099730,Social Security,0
201819,12,94304,30084687,Social Security,0
202324,12,92474,30100423,Social Security,4.78
201819,12,129431,30075893,Social Security,97.89
202122,12,155430,30103510,Social Security,551.65
202122,12,150916,30034616,Social Security,0
202122,12,143740,30037520,Social Security,0
202324,12,90142,30037997,Social Security,259.21
201718,12,15053,10014952,Social Security,0
201819,12,32834,10001927,Health Card,0
202021,12,52883,30014519,Health Card,0
202324,12,140319,30087172,Health Card,0
202425,12,69755,30023225,Social Security,0
202223,12,25817,10003002,Veteran,0
201718,12,105374,30085752,Social Security,0
202324,12,86943,30037178,Health Card,218.42
202425,12,69968,30093337,Health Card,1958.76
202324,12,131918,30031081,Social Security,414.15
202324,12,39383,10020923,Health Card,0
202425,12,88865,30039447,Social Security,1032.77
201718,12,61605,30019683,Veteran,164.23
201819,12,125589,30092093,Health Card,59.81
202021,12,34343,10005416,Social Security,0
202122,12,8523,10012578,Social Security,194.53
